"countryName_Destination";"Notes.x";"ISO3.x";"Type.of.data..a.";"Origin";"nbMigrants";"Notes.y";"ISO3.y"
"Aruba";"";"ABW";"B";"Albania";0;"";"ALB"
"Bahamas";"";"BHS";"B";"Albania";0;"";"ALB"
"Barbados";"";"BRB";"B";"Albania";0;"";"ALB"
"Bonaire, Sint Eustatius and Saba";"-20";"BES";"B";"Albania";0;"";"ALB"
"British Virgin Islands";"";"VGB";"B";"Albania";0;"";"ALB"
"Cayman Islands";"";"CYM";"C";"Albania";0;"";"ALB"
"Cuba";"";"CUB";"B";"Albania";103;"";"ALB"
"Curaçao";"";"CUW";"B";"Albania";0;"";"ALB"
"Dominica";"";"DMA";"B";"Albania";0;"";"ALB"
"Dominican Republic";"";"DOM";"B";"Albania";0;"";"ALB"
"Grenada";"";"GRD";"B";"Albania";0;"";"ALB"
"Guadeloupe";"-21";"GLP";"B";"Albania";0;"";"ALB"
"Haiti";"";"HTI";"B";"Albania";0;"";"ALB"
"Jamaica";"";"JAM";"B";"Albania";0;"";"ALB"
"Martinique";"";"MTQ";"B";"Albania";0;"";"ALB"
"Montserrat";"";"MSR";"B";"Albania";0;"";"ALB"
"Puerto Rico";"";"PRI";"B";"Albania";0;"";"ALB"
"Saint Kitts and Nevis";"";"KNA";"B";"Albania";0;"";"ALB"
"Saint Lucia";"";"LCA";"B";"Albania";0;"";"ALB"
"Saint Vincent and the Grenadines";"";"VCT";"B";"Albania";0;"";"ALB"
"Sint Maarten (Dutch part)";"";"SXM";"B";"Albania";0;"";"ALB"
"Trinidad and Tobago";"";"TTO";"B";"Albania";0;"";"ALB"
"Turks and Caicos Islands";"";"TCA";"B";"Albania";0;"";"ALB"
"United States Virgin Islands";"";"VIR";"B";"Albania";0;"";"ALB"
"Belize";"";"BLZ";"B R ";"Albania";0;"";"ALB"
"Costa Rica";"";"CRI";"B R";"Albania";4;"";"ALB"
"El Salvador";"";"SLV";"B R";"Albania";0;"";"ALB"
"Guatemala";"";"GTM";"B R";"Albania";0;"";"ALB"
"Honduras";"";"HND";"B R";"Albania";0;"";"ALB"
"Mexico";"";"MEX";"B R";"Albania";0;"";"ALB"
"Nicaragua";"";"NIC";"B R";"Albania";0;"";"ALB"
"Panama";"";"PAN";"B";"Albania";0;"";"ALB"
"Argentina";"";"ARG";"B";"Albania";66;"";"ALB"
"Bolivia (Plurinational State of)";"";"BOL";"B";"Albania";1;"";"ALB"
"Brazil";"";"BRA";"B";"Albania";0;"";"ALB"
"Chile";"";"CHL";"B";"Albania";25;"";"ALB"
"Colombia";"";"COL";"B";"Albania";49;"";"ALB"
"Ecuador";"";"ECU";"B R";"Albania";71;"";"ALB"
"Falkland Islands (Malvinas)";"";"FLK";"B";"Albania";0;"";"ALB"
"French Guiana";"";"GUF";"B";"Albania";0;"";"ALB"
"Guyana";"";"GUY";"B";"Albania";0;"";"ALB"
"Paraguay";"";"PRY";"B";"Albania";0;"";"ALB"
"Peru";"";"PER";"B";"Albania";0;"";"ALB"
"Suriname";"";"SUR";"C";"Albania";0;"";"ALB"
"Uruguay";"";"URY";"B";"Albania";0;"";"ALB"
"Venezuela (Bolivarian Republic of)";"";"VEN";"B";"Albania";19;"";"ALB"
"Bermuda";"";"BMU";"B";"Albania";0;"";"ALB"
"Canada";"";"CAN";"B";"Albania";15265;"";"ALB"
"Greenland";"";"GRL";"B";"Albania";0;"";"ALB"
"Saint Pierre and Miquelon";"";"SPM";"B";"Albania";0;"";"ALB"
"United States of America";"";"USA";"B";"Albania";81196;"";"ALB"
"Australia";"-22";"AUS";"B";"Albania";3334;"";"ALB"
"New Zealand";"";"NZL";"B";"Albania";0;"";"ALB"
"Fiji";"";"FJI";"B";"Albania";0;"";"ALB"
"New Caledonia";"";"NCL";"B";"Albania";0;"";"ALB"
"Papua New Guinea";"";"PNG";"C R";"Albania";0;"";"ALB"
"Solomon Islands";"";"SLB";"B";"Albania";0;"";"ALB"
"Vanuatu";"";"VUT";"B";"Albania";0;"";"ALB"
"Guam";"";"GUM";"B";"Albania";0;"";"ALB"
"Kiribati";"";"KIR";"B";"Albania";0;"";"ALB"
"Marshall Islands";"";"MHL";"B";"Albania";0;"";"ALB"
"Micronesia (Federated States of)";"";"FSM";"B";"Albania";0;"";"ALB"
"Nauru";"";"NRU";"C";"Albania";0;"";"ALB"
"Northern Mariana Islands";"";"MNP";"B";"Albania";0;"";"ALB"
"Palau";"";"PLW";"B";"Albania";0;"";"ALB"
"American Samoa";"";"ASM";"B";"Albania";0;"";"ALB"
"Cook Islands";"";"COK";"B";"Albania";0;"";"ALB"
"French Polynesia";"";"PYF";"B";"Albania";0;"";"ALB"
"Niue";"";"NIU";"B";"Albania";0;"";"ALB"
"Samoa";"";"WSM";"B";"Albania";0;"";"ALB"
"Tokelau";"";"TKL";"B";"Albania";0;"";"ALB"
"Tonga";"";"TON";"B";"Albania";0;"";"ALB"
"Tuvalu";"";"TUV";"C";"Albania";0;"";"ALB"
"Wallis and Futuna Islands";"";"WLF";"B";"Albania";0;"";"ALB"
"Burundi";"";"BDI";"B R";"Algeria";0;"";"DZA"
"Comoros";"";"COM";"B";"Algeria";0;"";"DZA"
"Djibouti";"";"DJI";"B R";"Algeria";0;"";"DZA"
"Eritrea";"";"ERI";"I";"Algeria";0;"";"DZA"
"Ethiopia";"";"ETH";"B R";"Algeria";0;"";"DZA"
"Kenya";"";"KEN";"B R";"Algeria";0;"";"DZA"
"Madagascar";"";"MDG";"C";"Algeria";0;"";"DZA"
"Malawi";"";"MWI";"B R";"Algeria";0;"";"DZA"
"Mauritius";"-1";"MUS";"C";"Algeria";0;"";"DZA"
"Mayotte";"";"MYT";"B";"Algeria";0;"";"DZA"
"Mozambique";"";"MOZ";"B R";"Algeria";0;"";"DZA"
"Réunion";"";"REU";"B";"Algeria";0;"";"DZA"
"Rwanda";"";"RWA";"B R";"Algeria";0;"";"DZA"
"Seychelles";"";"SYC";"B";"Algeria";0;"";"DZA"
"Somalia";"";"SOM";"I R";"Algeria";0;"";"DZA"
"South Sudan";"";"SSD";"B R";"Algeria";0;"";"DZA"
"Uganda";"";"UGA";"B R";"Algeria";0;"";"DZA"
"United Republic of Tanzania";"-2";"TZA";"B R";"Algeria";0;"";"DZA"
"Zambia";"";"ZMB";"B R";"Algeria";0;"";"DZA"
"Zimbabwe";"";"ZWE";"B R";"Algeria";0;"";"DZA"
"Angola";"";"AGO";"B R";"Algeria";0;"";"DZA"
"Cameroon";"";"CMR";"B";"Algeria";0;"";"DZA"
"Central African Republic";"";"CAF";"C";"Algeria";0;"";"DZA"
"Chad";"";"TCD";"B R";"Algeria";0;"";"DZA"
"Congo";"";"COG";"B";"Algeria";0;"";"DZA"
"Democratic Republic of the Congo";"";"COD";"B R";"Algeria";0;"";"DZA"
"Equatorial Guinea";"";"GNQ";"C";"Algeria";0;"";"DZA"
"Gabon";"";"GAB";"C";"Algeria";71;"";"DZA"
"Sao Tome and Principe";"";"STP";"C";"Algeria";0;"";"DZA"
"Algeria";"";"DZA";"C R";"Algeria";0;"";"DZA"
"Egypt";"";"EGY";"B R";"Algeria";987;"";"DZA"
"Libya";"";"LBY";"C";"Algeria";3589;"";"DZA"
"Morocco";"";"MAR";"C";"Algeria";13664;"";"DZA"
"Sudan";"-3";"SDN";"B R";"Algeria";0;"";"DZA"
"Tunisia";"";"TUN";"C";"Algeria";10443;"";"DZA"
"Western Sahara";"";"ESH";"I";"Algeria";78;"";"DZA"
"Botswana";"";"BWA";"C";"Algeria";0;"";"DZA"
"Lesotho";"";"LSO";"C R";"Algeria";0;"";"DZA"
"Namibia";"";"NAM";"B";"Algeria";443;"";"DZA"
"South Africa";"";"ZAF";"B R";"Algeria";457;"";"DZA"
"Swaziland";"";"SWZ";"B R";"Algeria";0;"";"DZA"
"Benin";"";"BEN";"C B R";"Algeria";0;"";"DZA"
"Burkina Faso";"";"BFA";"B R";"Algeria";0;"";"DZA"
"Cabo Verde";"";"CPV";"B";"Algeria";0;"";"DZA"
"Côte d'Ivoire";"";"CIV";"C B";"Algeria";0;"";"DZA"
"Gambia";"";"GMB";"B";"Algeria";0;"";"DZA"
"Ghana";"";"GHA";"B";"Algeria";13;"";"DZA"
"Guinea";"";"GIN";"C R";"Algeria";0;"";"DZA"
"Guinea-Bissau";"";"GNB";"B R";"Algeria";0;"";"DZA"
"Liberia";"";"LBR";"B";"Algeria";0;"";"DZA"
"Mali";"";"MLI";"B R";"Algeria";4305;"";"DZA"
"Mauritania";"";"MRT";"C R";"Algeria";1634;"";"DZA"
"Niger";"";"NER";"B R";"Algeria";460;"";"DZA"
"Nigeria";"";"NGA";"C R";"Algeria";0;"";"DZA"
"Saint Helena";"-4";"SHN";"B";"Algeria";0;"";"DZA"
"Senegal";"";"SEN";"B R";"Algeria";4050;"";"DZA"
"Sierra Leone";"";"SLE";"B R";"Algeria";0;"";"DZA"
"Togo";"";"TGO";"C R";"Algeria";0;"";"DZA"
"Kazakhstan";"";"KAZ";"B";"Algeria";0;"";"DZA"
"Kyrgyzstan";"";"KGZ";"B";"Algeria";0;"";"DZA"
"Tajikistan";"";"TJK";"B";"Algeria";134;"";"DZA"
"Turkmenistan";"";"TKM";"B";"Algeria";0;"";"DZA"
"Uzbekistan";"";"UZB";"B";"Algeria";0;"";"DZA"
"China";"-5";"CHN";"C";"Algeria";0;"";"DZA"
"China, Hong Kong Special Administrative Region";"-6";"HKG ";"B";"Algeria";0;"";"DZA"
"China, Macao Special Administrative Region";"-7";"MAC";"B";"Algeria";0;"";"DZA"
"Democratic People's Republic of Korea";"";"PRK";"I";"Algeria";0;"";"DZA"
"Japan";"";"JPN";"C";"Algeria";0;"";"DZA"
"Mongolia";"";"MNG";"C";"Algeria";0;"";"DZA"
"Republic of Korea";"";"KOR";"C";"Algeria";0;"";"DZA"
"Brunei Darussalam";"";"BRN";"B";"Algeria";0;"";"DZA"
"Cambodia";"";"KHM";"B";"Algeria";0;"";"DZA"
"Indonesia";"";"IDN";"B R";"Algeria";0;"";"DZA"
"Lao People's Democratic Republic";"";"LAO";"C R";"Algeria";0;"";"DZA"
"Malaysia";"-8";"MYS";"C R";"Algeria";0;"";"DZA"
"Myanmar";"";"MMR";"C";"Algeria";0;"";"DZA"
"Philippines";"";"PHL";"C R";"Algeria";462;"";"DZA"
"Singapore";"";"SGP";"B";"Algeria";0;"";"DZA"
"Thailand";"";"THA";"B R";"Algeria";0;"";"DZA"
"Timor-Leste";"";"TLS";"B";"Algeria";0;"";"DZA"
"Viet Nam";"";"VNM";"C R";"Algeria";0;"";"DZA"
"Afghanistan";"";"AFG";"B";"Algeria";0;"";"DZA"
"Bangladesh";"";"BGD";"B R";"Algeria";0;"";"DZA"
"Bhutan";"";"BTN";"B";"Algeria";0;"";"DZA"
"India";"";"IND";"B R";"Algeria";0;"";"DZA"
"Iran (Islamic Republic of)";"";"IRN";"B R";"Algeria";0;"";"DZA"
"Maldives";"";"MDV";"C R";"Algeria";0;"";"DZA"
"Nepal";"";"NPL";"B R";"Algeria";0;"";"DZA"
"Pakistan";"";"PAK";"B R";"Algeria";0;"";"DZA"
"Sri Lanka";"";"LKA";"B R";"Algeria";0;"";"DZA"
"Armenia";"";"ARM";"B R";"Algeria";0;"";"DZA"
"Azerbaijan";"-9";"AZE";"B R";"Algeria";0;"";"DZA"
"Bahrain";"";"BHR";"C";"Algeria";0;"";"DZA"
"Cyprus";"-10";"CYP";"B";"Algeria";39;"";"DZA"
"Georgia";"-11";"GEO";"B";"Algeria";0;"";"DZA"
"Iraq";"";"IRQ";"C R";"Algeria";0;"";"DZA"
"Israel";"";"ISR";"B R";"Algeria";45680;"";"DZA"
"Jordan";"";"JOR";"C R";"Algeria";363;"";"DZA"
"Kuwait";"";"KWT";"C R";"Algeria";0;"";"DZA"
"Lebanon";"";"LBN";"B R";"Algeria";0;"";"DZA"
"Oman";"";"OMN";"C";"Algeria";0;"";"DZA"
"Qatar";"";"QAT";"C";"Algeria";0;"";"DZA"
"Saudi Arabia";"";"SAU";"C R";"Algeria";0;"";"DZA"
"State of Palestine";"-12";"PSE";"B";"Algeria";0;"";"DZA"
"Syrian Arab Republic";"";"SYR";"C R";"Algeria";0;"";"DZA"
"Turkey";"";"TUR";"B R";"Algeria";648;"";"DZA"
"United Arab Emirates";"";"ARE";"C R";"Algeria";0;"";"DZA"
"Yemen";"";"YEM";"C R";"Algeria";0;"";"DZA"
"Belarus";"";"BLR";"B";"Algeria";53;"";"DZA"
"Bulgaria";"";"BGR";"B";"Algeria";369;"";"DZA"
"Czech Republic";"";"CZE";"C";"Algeria";699;"";"DZA"
"Hungary";"";"HUN";"B R";"Algeria";681;"";"DZA"
"Poland";"";"POL";"B";"Algeria";583;"";"DZA"
"Republic of Moldova";"-13";"MDA";"B";"Algeria";0;"";"DZA"
"Romania";"";"ROM";"B";"Algeria";146;"";"DZA"
"Russian Federation";"";"RUS";"B";"Algeria";778;"";"DZA"
"Slovakia";"";"SVK";"B";"Algeria";102;"";"DZA"
"Ukraine";"";"UKR";"B";"Algeria";0;"";"DZA"
"Denmark";"";"DNK";"B";"Algeria";955;"";"DZA"
"Estonia";"";"EST";"B";"Algeria";13;"";"DZA"
"Faeroe Islands";"";"FRO";"B";"Algeria";0;"";"DZA"
"Finland";"-15";"FIN";"B";"Algeria";1009;"";"DZA"
"Iceland";"";"ISL";"B";"Algeria";35;"";"DZA"
"Ireland";"";"IRL";"B";"Algeria";588;"";"DZA"
"Isle of Man";"";"IMN";"B";"Algeria";0;"";"DZA"
"Latvia";"";"LVA";"B";"Algeria";14;"";"DZA"
"Lithuania";"";"LTU";"B";"Algeria";0;"";"DZA"
"Norway";"-16";"NOR";"B";"Algeria";1215;"";"DZA"
"Sweden";"";"SWE";"B";"Algeria";3004;"";"DZA"
"United Kingdom of Great Britain and Northern Ireland";"";"GBR";"B";"Algeria";26826;"";"DZA"
"Albania";"";"ALB";"B";"Algeria";0;"";"DZA"
"Andorra";"";"AND";"C";"Algeria";0;"";"DZA"
"Bosnia and Herzegovina";"";"BIH";"I R";"Algeria";0;"";"DZA"
"Croatia";"";"HRV";"B R";"Algeria";56;"";"DZA"
"Gibraltar";"";"GIB";"B";"Algeria";0;"";"DZA"
"Greece";"";"GRC";"B";"Algeria";1102;"";"DZA"
"Holy See";"-17";"VAT";"I";"Algeria";0;"";"DZA"
"Italy";"";"ITA";"B";"Algeria";22471;"";"DZA"
"Malta";"";"MLT";"B";"Algeria";61;"";"DZA"
"Montenegro";"";"MNE";"B";"Algeria";0;"";"DZA"
"Portugal";"";"PRT";"B";"Algeria";223;"";"DZA"
"San Marino";"";"SMR";"B";"Algeria";0;"";"DZA"
"Serbia";"-18";"SRB";"B";"Algeria";53;"";"DZA"
"Slovenia";"";"SVN";"B";"Algeria";30;"";"DZA"
"Spain";"-19";"ESP";"B";"Algeria";55306;"";"DZA"
"The former Yugoslav Republic of Macedonia";"";"MKD";"B";"Algeria";0;"";"DZA"
"Austria";"";"AUT";"B";"Algeria";1290;"";"DZA"
"Belgium";"";"BEL";"C";"Algeria";12054;"";"DZA"
"France";"";"FRA";"B";"Algeria";1430656;"";"DZA"
"Germany";"";"DEU";"B";"Algeria";23272;"";"DZA"
"Liechtenstein";"";"LIE";"B";"Algeria";0;"";"DZA"
"Luxembourg";"";"LUX";"B";"Algeria";100;"";"DZA"
"Monaco";"";"MCO";"B";"Algeria";0;"";"DZA"
"Netherlands";"";"NLD";"B";"Algeria";3975;"";"DZA"
"Switzerland";"";"CHE";"B";"Algeria";9600;"";"DZA"
"Anguilla";"";"AIA";"B";"Algeria";0;"";"DZA"
"Antigua and Barbuda";"";"ATG";"B";"Algeria";0;"";"DZA"
"Aruba";"";"ABW";"B";"Algeria";0;"";"DZA"
"Bahamas";"";"BHS";"B";"Algeria";0;"";"DZA"
"Barbados";"";"BRB";"B";"Algeria";0;"";"DZA"
"Bonaire, Sint Eustatius and Saba";"-20";"BES";"B";"Algeria";0;"";"DZA"
"British Virgin Islands";"";"VGB";"B";"Algeria";0;"";"DZA"
"Cayman Islands";"";"CYM";"C";"Algeria";0;"";"DZA"
"Cuba";"";"CUB";"B";"Algeria";44;"";"DZA"
"Curaçao";"";"CUW";"B";"Algeria";0;"";"DZA"
"Dominica";"";"DMA";"B";"Algeria";0;"";"DZA"
"Dominican Republic";"";"DOM";"B";"Algeria";0;"";"DZA"
"Grenada";"";"GRD";"B";"Algeria";0;"";"DZA"
"Guadeloupe";"-21";"GLP";"B";"Algeria";156;"";"DZA"
"Haiti";"";"HTI";"B";"Algeria";0;"";"DZA"
"Jamaica";"";"JAM";"B";"Algeria";0;"";"DZA"
"Martinique";"";"MTQ";"B";"Algeria";102;"";"DZA"
"Montserrat";"";"MSR";"B";"Algeria";0;"";"DZA"
"Puerto Rico";"";"PRI";"B";"Algeria";0;"";"DZA"
"Saint Kitts and Nevis";"";"KNA";"B";"Algeria";0;"";"DZA"
"Saint Lucia";"";"LCA";"B";"Algeria";0;"";"DZA"
"Saint Vincent and the Grenadines";"";"VCT";"B";"Algeria";0;"";"DZA"
"Sint Maarten (Dutch part)";"";"SXM";"B";"Algeria";0;"";"DZA"
"Trinidad and Tobago";"";"TTO";"B";"Algeria";0;"";"DZA"
"Turks and Caicos Islands";"";"TCA";"B";"Algeria";0;"";"DZA"
"United States Virgin Islands";"";"VIR";"B";"Algeria";0;"";"DZA"
"Belize";"";"BLZ";"B R ";"Algeria";0;"";"DZA"
"Costa Rica";"";"CRI";"B R";"Algeria";12;"";"DZA"
"El Salvador";"";"SLV";"B R";"Algeria";0;"";"DZA"
"Guatemala";"";"GTM";"B R";"Algeria";0;"";"DZA"
"Honduras";"";"HND";"B R";"Algeria";0;"";"DZA"
"Mexico";"";"MEX";"B R";"Algeria";96;"";"DZA"
"Nicaragua";"";"NIC";"B R";"Algeria";113;"";"DZA"
"Panama";"";"PAN";"B";"Algeria";0;"";"DZA"
"Argentina";"";"ARG";"B";"Algeria";104;"";"DZA"
"Bolivia (Plurinational State of)";"";"BOL";"B";"Algeria";3;"";"DZA"
"Brazil";"";"BRA";"B";"Algeria";219;"";"DZA"
"Chile";"";"CHL";"B";"Algeria";44;"";"DZA"
"Colombia";"";"COL";"B";"Algeria";26;"";"DZA"
"Ecuador";"";"ECU";"B R";"Algeria";48;"";"DZA"
"Falkland Islands (Malvinas)";"";"FLK";"B";"Algeria";0;"";"DZA"
"French Guiana";"";"GUF";"B";"Algeria";83;"";"DZA"
"Guyana";"";"GUY";"B";"Algeria";0;"";"DZA"
"Paraguay";"";"PRY";"B";"Algeria";0;"";"DZA"
"Peru";"";"PER";"B";"Algeria";19;"";"DZA"
"Suriname";"";"SUR";"C";"Algeria";0;"";"DZA"
"Uruguay";"";"URY";"B";"Algeria";0;"";"DZA"
"Venezuela (Bolivarian Republic of)";"";"VEN";"B";"Algeria";95;"";"DZA"
"Bermuda";"";"BMU";"B";"Algeria";0;"";"DZA"
"Canada";"";"CAN";"B";"Algeria";57024;"";"DZA"
"Greenland";"";"GRL";"B";"Algeria";0;"";"DZA"
"Saint Pierre and Miquelon";"";"SPM";"B";"Algeria";0;"";"DZA"
"United States of America";"";"USA";"B";"Algeria";17700;"";"DZA"
"Australia";"-22";"AUS";"B";"Algeria";1561;"";"DZA"
"New Zealand";"";"NZL";"B";"Algeria";0;"";"DZA"
"Fiji";"";"FJI";"B";"Algeria";0;"";"DZA"
"New Caledonia";"";"NCL";"B";"Algeria";802;"";"DZA"
"Papua New Guinea";"";"PNG";"C R";"Algeria";0;"";"DZA"
"Solomon Islands";"";"SLB";"B";"Algeria";0;"";"DZA"
"Vanuatu";"";"VUT";"B";"Algeria";0;"";"DZA"
"Guam";"";"GUM";"B";"Algeria";0;"";"DZA"
"Kiribati";"";"KIR";"B";"Algeria";0;"";"DZA"
"Marshall Islands";"";"MHL";"B";"Algeria";0;"";"DZA"
"Micronesia (Federated States of)";"";"FSM";"B";"Algeria";0;"";"DZA"
"Nauru";"";"NRU";"C";"Algeria";0;"";"DZA"
"Northern Mariana Islands";"";"MNP";"B";"Algeria";0;"";"DZA"
"Palau";"";"PLW";"B";"Algeria";0;"";"DZA"
"American Samoa";"";"ASM";"B";"Algeria";0;"";"DZA"
"Cook Islands";"";"COK";"B";"Algeria";0;"";"DZA"
"French Polynesia";"";"PYF";"B";"Algeria";681;"";"DZA"
"Niue";"";"NIU";"B";"Algeria";0;"";"DZA"
"Samoa";"";"WSM";"B";"Algeria";0;"";"DZA"
"Tokelau";"";"TKL";"B";"Algeria";0;"";"DZA"
"Tonga";"";"TON";"B";"Algeria";0;"";"DZA"
"Tuvalu";"";"TUV";"C";"Algeria";0;"";"DZA"
"Wallis and Futuna Islands";"";"WLF";"B";"Algeria";0;"";"DZA"
"Burundi";"";"BDI";"B R";"American Samoa";0;"";"ASM"
"Comoros";"";"COM";"B";"American Samoa";0;"";"ASM"
"Djibouti";"";"DJI";"B R";"American Samoa";0;"";"ASM"
"Eritrea";"";"ERI";"I";"American Samoa";0;"";"ASM"
"Ethiopia";"";"ETH";"B R";"American Samoa";0;"";"ASM"
"Kenya";"";"KEN";"B R";"American Samoa";0;"";"ASM"
"Madagascar";"";"MDG";"C";"American Samoa";0;"";"ASM"
"Malawi";"";"MWI";"B R";"American Samoa";0;"";"ASM"
"Mauritius";"-1";"MUS";"C";"American Samoa";0;"";"ASM"
"Mayotte";"";"MYT";"B";"American Samoa";0;"";"ASM"
"Mozambique";"";"MOZ";"B R";"American Samoa";0;"";"ASM"
"Réunion";"";"REU";"B";"American Samoa";0;"";"ASM"
"Rwanda";"";"RWA";"B R";"American Samoa";0;"";"ASM"
"Seychelles";"";"SYC";"B";"American Samoa";0;"";"ASM"
"Somalia";"";"SOM";"I R";"American Samoa";0;"";"ASM"
"South Sudan";"";"SSD";"B R";"American Samoa";0;"";"ASM"
"Uganda";"";"UGA";"B R";"American Samoa";0;"";"ASM"
"United Republic of Tanzania";"-2";"TZA";"B R";"American Samoa";0;"";"ASM"
"Zambia";"";"ZMB";"B R";"American Samoa";0;"";"ASM"
"Zimbabwe";"";"ZWE";"B R";"American Samoa";0;"";"ASM"
"Angola";"";"AGO";"B R";"American Samoa";0;"";"ASM"
"Cameroon";"";"CMR";"B";"American Samoa";0;"";"ASM"
"Central African Republic";"";"CAF";"C";"American Samoa";0;"";"ASM"
"Chad";"";"TCD";"B R";"American Samoa";0;"";"ASM"
"Congo";"";"COG";"B";"American Samoa";0;"";"ASM"
"Democratic Republic of the Congo";"";"COD";"B R";"American Samoa";0;"";"ASM"
"Equatorial Guinea";"";"GNQ";"C";"American Samoa";0;"";"ASM"
"Gabon";"";"GAB";"C";"American Samoa";0;"";"ASM"
"Sao Tome and Principe";"";"STP";"C";"American Samoa";0;"";"ASM"
"Algeria";"";"DZA";"C R";"American Samoa";0;"";"ASM"
"Egypt";"";"EGY";"B R";"American Samoa";0;"";"ASM"
"Libya";"";"LBY";"C";"American Samoa";0;"";"ASM"
"Morocco";"";"MAR";"C";"American Samoa";0;"";"ASM"
"Sudan";"-3";"SDN";"B R";"American Samoa";0;"";"ASM"
"Tunisia";"";"TUN";"C";"American Samoa";0;"";"ASM"
"Western Sahara";"";"ESH";"I";"American Samoa";0;"";"ASM"
"Botswana";"";"BWA";"C";"American Samoa";0;"";"ASM"
"Lesotho";"";"LSO";"C R";"American Samoa";0;"";"ASM"
"Namibia";"";"NAM";"B";"American Samoa";0;"";"ASM"
"South Africa";"";"ZAF";"B R";"American Samoa";0;"";"ASM"
"Swaziland";"";"SWZ";"B R";"American Samoa";0;"";"ASM"
"Benin";"";"BEN";"C B R";"American Samoa";0;"";"ASM"
"Burkina Faso";"";"BFA";"B R";"American Samoa";0;"";"ASM"
"Cabo Verde";"";"CPV";"B";"American Samoa";0;"";"ASM"
"Côte d'Ivoire";"";"CIV";"C B";"American Samoa";0;"";"ASM"
"Gambia";"";"GMB";"B";"American Samoa";0;"";"ASM"
"Ghana";"";"GHA";"B";"American Samoa";0;"";"ASM"
"Guinea";"";"GIN";"C R";"American Samoa";0;"";"ASM"
"Guinea-Bissau";"";"GNB";"B R";"American Samoa";0;"";"ASM"
"Liberia";"";"LBR";"B";"American Samoa";0;"";"ASM"
"Mali";"";"MLI";"B R";"American Samoa";0;"";"ASM"
"Mauritania";"";"MRT";"C R";"American Samoa";0;"";"ASM"
"Niger";"";"NER";"B R";"American Samoa";0;"";"ASM"
"Nigeria";"";"NGA";"C R";"American Samoa";0;"";"ASM"
"Saint Helena";"-4";"SHN";"B";"American Samoa";0;"";"ASM"
"Senegal";"";"SEN";"B R";"American Samoa";0;"";"ASM"
"Sierra Leone";"";"SLE";"B R";"American Samoa";0;"";"ASM"
"Togo";"";"TGO";"C R";"American Samoa";0;"";"ASM"
"Kazakhstan";"";"KAZ";"B";"American Samoa";0;"";"ASM"
"Kyrgyzstan";"";"KGZ";"B";"American Samoa";0;"";"ASM"
"Tajikistan";"";"TJK";"B";"American Samoa";0;"";"ASM"
"Turkmenistan";"";"TKM";"B";"American Samoa";0;"";"ASM"
"Uzbekistan";"";"UZB";"B";"American Samoa";0;"";"ASM"
"China";"-5";"CHN";"C";"American Samoa";0;"";"ASM"
"China, Hong Kong Special Administrative Region";"-6";"HKG ";"B";"American Samoa";0;"";"ASM"
"China, Macao Special Administrative Region";"-7";"MAC";"B";"American Samoa";0;"";"ASM"
"Democratic People's Republic of Korea";"";"PRK";"I";"American Samoa";0;"";"ASM"
"Japan";"";"JPN";"C";"American Samoa";0;"";"ASM"
"Mongolia";"";"MNG";"C";"American Samoa";0;"";"ASM"
"Republic of Korea";"";"KOR";"C";"American Samoa";0;"";"ASM"
"Brunei Darussalam";"";"BRN";"B";"American Samoa";0;"";"ASM"
"Cambodia";"";"KHM";"B";"American Samoa";0;"";"ASM"
"Indonesia";"";"IDN";"B R";"American Samoa";0;"";"ASM"
"Lao People's Democratic Republic";"";"LAO";"C R";"American Samoa";0;"";"ASM"
"Malaysia";"-8";"MYS";"C R";"American Samoa";0;"";"ASM"
"Myanmar";"";"MMR";"C";"American Samoa";0;"";"ASM"
"Philippines";"";"PHL";"C R";"American Samoa";0;"";"ASM"
"Singapore";"";"SGP";"B";"American Samoa";0;"";"ASM"
"Thailand";"";"THA";"B R";"American Samoa";0;"";"ASM"
"Timor-Leste";"";"TLS";"B";"American Samoa";0;"";"ASM"
"Viet Nam";"";"VNM";"C R";"American Samoa";0;"";"ASM"
"Afghanistan";"";"AFG";"B";"American Samoa";0;"";"ASM"
"Bangladesh";"";"BGD";"B R";"American Samoa";0;"";"ASM"
"Bhutan";"";"BTN";"B";"American Samoa";0;"";"ASM"
"India";"";"IND";"B R";"American Samoa";0;"";"ASM"
"Iran (Islamic Republic of)";"";"IRN";"B R";"American Samoa";0;"";"ASM"
"Maldives";"";"MDV";"C R";"American Samoa";0;"";"ASM"
"Nepal";"";"NPL";"B R";"American Samoa";0;"";"ASM"
"Pakistan";"";"PAK";"B R";"American Samoa";0;"";"ASM"
"Sri Lanka";"";"LKA";"B R";"American Samoa";0;"";"ASM"
"Armenia";"";"ARM";"B R";"American Samoa";0;"";"ASM"
"Azerbaijan";"-9";"AZE";"B R";"American Samoa";0;"";"ASM"
"Bahrain";"";"BHR";"C";"American Samoa";0;"";"ASM"
"Cyprus";"-10";"CYP";"B";"American Samoa";0;"";"ASM"
"Georgia";"-11";"GEO";"B";"American Samoa";0;"";"ASM"
"Iraq";"";"IRQ";"C R";"American Samoa";0;"";"ASM"
"Israel";"";"ISR";"B R";"American Samoa";0;"";"ASM"
"Jordan";"";"JOR";"C R";"American Samoa";0;"";"ASM"
"Kuwait";"";"KWT";"C R";"American Samoa";0;"";"ASM"
"Lebanon";"";"LBN";"B R";"American Samoa";0;"";"ASM"
